Año,Mes,Tipo de servicio,LAT,LNG,Situacion,Reporte
2021,enero,Higiene y control urbano,-36.889,-60.303,Malezas o basura acumulada,En espacio público (veredas de terrenos cerrados)
2021,enero,Higiene y control urbano,-36.897,-60.319,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,enero,Higiene y control urbano,-36.919,-60.312,Malezas o basura acumulada,En espacio público (veredas)
2021,enero,Higiene y control urbano,-36.905,-60.321,Recolección de residuos domiciliarios,No hay recolección
2021,enero,Higiene y control urbano,-36.900,-60.314,Barrido domiciliario,No hay barrido
2021,enero,Higiene y control urbano,-36.902,-60.296,Recolección de residuos domiciliarios,No hay recolección
2021,enero,Higiene y control urbano,-36.951,-60.256,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,enero,Obras públicas,-36.915,-60.289,Calles urbanas,Calzada de tierra con presencia de malezas
2021,enero,"Parques, plazas y espacios públicos",-36.921,-60.313,Césped,Con falta de mantenimiento o riego
2021,enero,Higiene y control urbano,-36.892,-60.285,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,enero,Higiene y control urbano,-36.902,-60.323,Otros,Otra situación no contemplada
2021,enero,Higiene y control urbano,-36.885,-60.310,Otros,Otra situación no contemplada
2021,febrero,Obras públicas,-36.885,-60.322,Iluminación,Lámpara sin funcionamiento o deficiente
2021,febrero,Obras públicas,-36.886,-60.322,Iluminación,Lámpara sin funcionamiento o deficiente
2021,febrero,Higiene y control urbano,-36.908,-60.288,En estado o inclinación peligrosa,Árboles
2021,febrero,Obras públicas,-36.901,-60.306,Hidráulica,Limpieza de boca de tormenta
2021,febrero,Otros servicios no contemplados,-36.915,-60.365,Sugerencias,Sugerencia o propuesta
2021,febrero,Higiene y control urbano,-36.896,-60.319,Malezas o basura acumulada,En espacio privado (casa abandonada)
2021,febrero,Obras públicas,-36.877,-60.341,Calles urbanas,Calzada de tierra con presencia de malezas
2021,febrero,Obras públicas,-36.915,-60.317,Cloacas,Daños a privados por obra pública
2021,febrero,Zoonosis,-36.903,-60.296,Animales domésticos,Muertos en la via pública embolsados
2021,febrero,Higiene y control urbano,-36.902,-60.296,Otros,Otra situación no contemplada
2021,febrero,Higiene y control urbano,-36.902,-60.296,Malezas o basura acumulada,En espacio público
2021,febrero,Zoonosis,-36.931,-60.167,Animales domésticos,Crianza inadecuada
2021,febrero,Habilitaciones,-36.892,-60.305,Comercios,Higiene y limpieza comercial
2021,febrero,Higiene y control urbano,-36.881,-60.309,En estado o inclinación peligrosa,Postes (telefonica)
2021,febrero,Obras públicas,-36.885,-60.324,Calles urbanas,Cordón cuneta dañado
2021,febrero,Obras públicas,-36.897,-60.327,Agua,Rotura de caño
2021,febrero,Obras públicas,-36.898,-60.313,Agua,Rotura de caño
2021,febrero,Zoonosis,-36.901,-60.332,Otros,Otra situación no contemplada
2021,febrero,Zoonosis,-36.901,-60.332,Animales no domésticos,Sueltos en la via pública
2021,febrero,Zoonosis,-36.902,-60.296,Otros,Otra situación no contemplada
2021,febrero,Higiene y control urbano,-36.920,-60.318,Malezas o basura acumulada,En espacio público (veredas)
2021,febrero,Zoonosis,-36.899,-60.285,Otros,Otra situación no contemplada
2021,febrero,Higiene y control urbano,-36.930,-60.294,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Higiene y control urbano,-36.877,-60.180,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Obras públicas,-36.905,-60.320,Calles urbanas,Cordón cuneta dañado
2021,febrero,Higiene y control urbano,-36.900,-60.332,Recolección de residuos domiciliarios,Recolección deficiente
2021,febrero,Obras públicas,-36.895,-60.339,Iluminación,Lámpara sin funcionamiento o deficiente
2021,febrero,Habilitaciones,-36.889,-60.334,Calidad de alimentos,Venta de alimentos con fecha caducada
2021,febrero,Control ambiental,-36.928,-60.166,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,febrero,Habilitaciones,-36.880,-60.329,Comercios,Falta de habilitación
2021,febrero,Higiene y control urbano,-36.889,-60.340,Recolección de residuos domiciliarios,No hay recolección
2021,febrero,Higiene y control urbano,-36.902,-60.296,Otros,Otra situación no contemplada
2021,febrero,Higiene y control urbano,-36.893,-60.337,Barrido domiciliario,No hay barrido
2021,febrero,"Parques, plazas y espacios públicos",-36.920,-60.319,Césped,Con falta de mantenimiento o riego
2021,febrero,"Parques, plazas y espacios públicos",-36.920,-60.319,Mobiliario,Luminaria sin funcionamiento
2021,febrero,Zoonosis,-36.896,-60.327,Animales domésticos,Sueltos en la via pública
2021,febrero,Higiene y control urbano,-36.903,-60.296,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Higiene y control urbano,-36.894,-60.319,En estado o inclinación peligrosa,Postes (telefonica)
2021,febrero,Vialidad,-36.881,-60.332,Reductor de velocidad,Dañado
2021,febrero,Higiene y control urbano,-36.893,-60.343,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Tránsito,-36.881,-60.309,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,febrero,Vialidad,-36.878,-60.324,Reductor de velocidad,Solicitar nuevo
2021,febrero,Control ambiental,-36.912,-60.317,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,febrero,Habilitaciones,-36.882,-60.327,Comercios,Higiene y limpieza comercial
2021,febrero,Zoonosis,-36.894,-60.344,Control de plagas / fumigación,Roedores
2021,febrero,Higiene y control urbano,-36.902,-60.331,Recolección de residuos domiciliarios,No hay recolección
2021,febrero,Higiene y control urbano,-36.874,-60.297,Malezas o basura acumulada,En espacio público (veredas)
2021,febrero,Higiene y control urbano,-36.882,-60.301,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Zoonosis,-36.920,-60.320,Animales domésticos,Denunciar mordeduras
2021,febrero,Higiene y control urbano,-36.898,-60.323,Malezas o basura acumulada,En espacio público (veredas)
2021,febrero,Higiene y control urbano,-36.901,-60.296,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Vialidad,-36.902,-60.341,Otros,Otra situación no contemplada
2021,febrero,Control ambiental,-36.903,-60.296,Otros,Otra situación no contemplada
2021,febrero,Higiene y control urbano,-36.926,-60.320,Barrido domiciliario,No hay barrido
2021,febrero,Obras públicas,-36.887,-60.308,Agua,Rotura de caño
2021,febrero,Higiene y control urbano,-36.893,-60.323,En estado o inclinación peligrosa,Carteles y marquesinas
2021,febrero,Obras públicas,-36.915,-60.317,Agua,Rotura de caño
2021,febrero,Vialidad,-36.919,-60.310,Reductor de velocidad,Solicitar nuevo
2021,febrero,Higiene y control urbano,-36.860,-60.304,Recolección de residuos no domiciliarios,Basural a cielo abierto
2021,febrero,Vialidad,-36.920,-60.315,Reductor de velocidad,Solicitar nuevo
2021,febrero,Higiene y control urbano,-36.881,-60.331,Otros,Otra situación no contemplada
2021,febrero,Control ambiental,-36.900,-60.298,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,febrero,Obras públicas,-36.907,-60.325,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,febrero,Higiene y control urbano,-36.893,-60.287,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Zoonosis,-36.915,-60.306,Control de plagas / fumigación,Roedores
2021,febrero,"Parques, plazas y espacios públicos",-36.915,-60.318,Mobiliario,Luminaria sin funcionamiento
2021,febrero,Higiene y control urbano,-36.883,-60.302,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Obras públicas,-36.915,-60.318,Iluminación,Lámpara sin funcionamiento o deficiente
2021,febrero,Zoonosis,-36.915,-60.322,Animales domésticos,Sueltos en la via pública
2021,febrero,Higiene y control urbano,-36.885,-60.323,Recolección de residuos domiciliarios,Recolección deficiente
2021,febrero,Control ambiental,-36.885,-60.275,Efluentes industriales,Arrojo a cuerpos receptores de agua
2021,febrero,Obras públicas,-36.896,-60.315,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,febrero,Higiene y control urbano,-36.880,-60.320,En estado o inclinación peligrosa,Árboles
2021,febrero,Higiene y control urbano,-36.885,-60.312,En estado o inclinación peligrosa,Árboles
2021,febrero,Higiene y control urbano,-36.883,-60.302,Recolección de residuos domiciliarios,Recolección deficiente
2021,febrero,Vialidad,-36.917,-60.293,Reductor de velocidad,Solicitar nuevo
2021,febrero,Árboles en la vía pública,-36.893,-60.334,Otros,Otra situación no contemplada
2021,febrero,Habilitaciones,-36.936,-60.156,Comercios,Falta de habilitación
2021,febrero,Tránsito,-36.982,-60.280,Estacionamiento,Vehículos abandonados
2021,febrero,Obras públicas,-36.898,-60.313,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,febrero,"Parques, plazas y espacios públicos",-36.954,-60.256,En estado o inclinación peligrosa ,Árboles
2021,febrero,"Parques, plazas y espacios públicos",-36.879,-60.310,Mobiliario,Luminaria sin funcionamiento
2021,febrero,Obras públicas,-36.915,-60.319,Iluminación,Lámpara sin funcionamiento o deficiente
2021,febrero,Vialidad,-36.895,-60.299,Reductor de velocidad,Dañado
2021,febrero,Otros servicios no contemplados,-36.893,-60.321,Otros,No tengo claro el servicio destino de mi situación
2021,febrero,Obras públicas,-36.917,-60.332,Calles urbanas,Calzada de tierra empantanada
2021,febrero,Higiene y control urbano,-36.907,-60.325,Recolección de residuos domiciliarios,No hay recolección
2021,febrero,Higiene y control urbano,-36.880,-60.346,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,febrero,Higiene y control urbano,-36.905,-60.334,Recolección de residuos domiciliarios,Recolectores ensucian la vía pública
2021,febrero,Higiene y control urbano,-36.923,-60.323,Barrido domiciliario,No hay barrido
2021,febrero,Otros servicios no contemplados,-36.888,-60.320,Otros,Otra situación no contemplada
2021,febrero,Obras públicas,-36.875,-60.332,Iluminación,Lámpara sin funcionamiento o deficiente
2021,enero,Obras públicas,-36.881,-60.304,Hidráulica,Pedido de obra
2021,febrero,Higiene y control urbano,-36.897,-60.304,Barrido domiciliario,No hay barrido
2021,febrero,Otros servicios no contemplados,-36.899,-60.332,Otros,No tengo claro el servicio destino de mi situación
2021,marzo,Obras públicas,-36.887,-60.341,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,marzo,Zoonosis,-36.922,-60.323,Animales domésticos,Denunciar mordeduras
2021,marzo,Control ambiental,-36.880,-60.333,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,marzo,Obras públicas,-36.917,-60.254,Hidráulica,Limpieza de zanjas o canales
2021,marzo,Higiene y control urbano,-36.894,-60.339,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Obras públicas,-36.919,-60.310,Calles urbanas,Pedido de camión regador
2021,marzo,Control ambiental,-36.875,-60.314,Agua,Arrojo indiscriminado a la via pública
2021,marzo,Obras públicas,-36.902,-60.351,Iluminación,Lámpara sin funcionamiento o deficiente
2021,marzo,Obras públicas,-36.926,-60.320,Hidráulica,Limpieza de zanjas o canales
2021,marzo,Higiene y control urbano,-36.894,-60.329,Malezas o basura acumulada,En espacio privado (casa abandonada)
2021,marzo,Vialidad,-36.879,-60.318,Reductor de velocidad,Solicitar nuevo
2021,marzo,Higiene y control urbano,-36.908,-60.334,Malezas o basura acumulada,En espacio privado (casa abandonada)
2021,marzo,Habilitaciones,-36.894,-60.318,Comercios,Falta de habilitación
2021,marzo,"Parques, plazas y espacios públicos",-36.926,-60.320,Otros,Otra situación no contemplada
2021,marzo,Obras públicas,-36.911,-60.346,Calles urbanas,Pedido de camión regador
2021,marzo,Obras públicas,-36.880,-60.300,Calles urbanas,Reclamo por obra sin terminar
2021,marzo,Higiene y control urbano,-36.900,-60.329,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Control ambiental,-36.881,-60.337,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,marzo,"Parques, plazas y espacios públicos",-36.919,-60.313,Césped,Con falta de mantenimiento o riego
2021,marzo,Higiene y control urbano,-36.932,-60.161,Malezas o basura acumulada,En espacio privado (casa abandonada)
2021,marzo,GIRO,-36.892,-60.323,Sugerencias,Sugerencia
2021,marzo,Obras particulares,-36.890,-60.300,Edificación pre-existente,Presenta riesgo de derrumbe
2021,marzo,Obras públicas,-36.881,-60.302,Calles urbanas,Pedido de camión regador
2021,marzo,Obras públicas,-36.882,-60.322,Calles urbanas,"Calzada asfáltica rota, hundida o levantada"
2021,marzo,Higiene y control urbano,-36.940,-60.274,Otros,Otra situación no contemplada
2021,marzo,Vialidad,-36.882,-60.340,Reductor de velocidad,Solicitar nuevo
2021,marzo,Zoonosis,-36.880,-60.318,Animales domésticos,Denunciar mordeduras
2021,marzo,Obras públicas,-36.901,-60.320,Calles urbanas,Denuncia por condiciones de obra
2021,marzo,Transporte público,-36.917,-60.303,Otros,Otra situación no contemplada
2021,marzo,Higiene y control urbano,-36.875,-60.318,Recolección de residuos domiciliarios,No hay recolección
2021,marzo,Higiene y control urbano,-36.903,-60.334,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Obras públicas,-36.901,-60.320,Calles urbanas,Calzada asfáltica con baches
2021,marzo,Habilitaciones,-36.911,-60.311,Comercios,Falta de habilitación
2021,marzo,Obras públicas,-36.901,-60.314,Iluminación,Lámpara sin funcionamiento o deficiente
2021,marzo,Control ambiental,-36.900,-60.307,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,marzo,Control ambiental,-36.873,-60.325,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,marzo,Otros servicios no contemplados,-36.873,-60.325,Otros,Otra situación no contemplada
2021,marzo,Otros servicios no contemplados,-36.897,-60.306,Otros,Otra situación no contemplada
2021,marzo,Obras públicas,-36.890,-60.345,Iluminación,Pedido de ampliación de red
2021,marzo,Higiene y control urbano,-36.883,-60.305,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,marzo,Tránsito,-36.898,-60.347,Estacionamiento,Vehículos abandonados
2021,marzo,Atención del personal municipal,-36.895,-60.323,Otros,Otra situación no contemplada
2021,marzo,Obras públicas,-36.941,-60.274,Calles urbanas,Calzada de tierra con presencia de malezas
2021,marzo,Control ambiental,-36.891,-60.339,Olores y humos,En actividad agropecuaria
2021,marzo,Obras públicas,-36.893,-60.342,Calles urbanas,Calzada asfáltica con baches
2021,marzo,Obras públicas,-36.894,-60.339,Cloacas,Rotura de caño
2021,marzo,Vialidad,-36.900,-60.300,Señalización vial,Solicitar nueva
2021,marzo,Higiene y control urbano,-36.876,-60.329,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,marzo,Zoonosis,-36.880,-60.310,Animales domésticos,Sueltos en la via pública
2021,febrero,Obras particulares,-36.891,-60.320,Veredas y caminos,En mal estado
2021,marzo,Control ambiental,-36.871,-60.325,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,marzo,Transporte público,-36.890,-60.277,Transporte de pasajeros (remises/combis/colectivos),Incumplimiento de frecuencia
2021,marzo,Otros servicios no contemplados,-36.926,-60.320,Otros,No tengo claro el servicio destino de mi situación
2021,marzo,Higiene y control urbano,-36.908,-60.311,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Control ambiental,-36.876,-60.317,Ruidos molestos,En domicilio particular
2021,marzo,"Parques, plazas y espacios públicos",-36.884,-60.328,Mobiliario,Luminaria sin funcionamiento
2021,marzo,Zoonosis,-36.901,-60.320,Animales domésticos,Crianza inadecuada
2021,marzo,Obras públicas,-36.879,-60.334,Calles urbanas,Pedido de camión regador
2021,marzo,Higiene y control urbano,-36.881,-60.338,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,marzo,Obras públicas,-36.884,-60.328,Iluminación,Lámpara sin funcionamiento o deficiente
2021,marzo,"Parques, plazas y espacios públicos",-36.922,-60.297,Césped,Con falta de mantenimiento o riego
2021,marzo,Vialidad,-36.883,-60.308,Reductor de velocidad,Solicitar nuevo
2021,enero,Obras públicas,-36.921,-60.299,Otros,Otra situación no contemplada
2021,marzo,Habilitaciones,-36.881,-60.325,Comercios,Falta de habilitación
2021,marzo,Higiene y control urbano,-36.907,-60.344,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Otros servicios no contemplados,-36.895,-60.319,Sugerencias,Sugerencia o propuesta
2021,marzo,Higiene y control urbano,-36.892,-60.321,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Tránsito,-36.873,-60.325,Estacionamiento,Vehículos abandonados
2021,marzo,Control ambiental,-36.873,-60.325,Agua,Arrojo de aguas servidas domiciliarias a la via pública
2021,marzo,Obras públicas,-36.893,-60.288,Otros,Otra situación no contemplada
2021,enero,Obras públicas,-36.893,-60.288,Calles urbanas,Pedido de cordón cuneta
2021,enero,Obras públicas,-36.885,-60.296,Calles urbanas,Pedido de pavimentación de calzada
2021,marzo,Obras públicas,-36.916,-60.294,Calles urbanas,"Cuneta rota, desnivelada o sin mantenimiento"
2021,marzo,Árboles en la vía pública,-36.900,-60.325,Arbolado,Pedido de extracción en via pública
2021,marzo,Obras públicas,-36.898,-60.306,Agua,Rotura de caño
2021,marzo,Higiene y control urbano,-36.888,-60.304,Barrido domiciliario,No hay barrido
2021,marzo,Higiene y control urbano,-36.885,-60.307,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Obras públicas,-36.889,-60.330,Agua,Rotura de caño
2021,marzo,Habilitaciones,-36.873,-60.325,Comercios,Falta de habilitación
2021,marzo,Obras públicas,-36.888,-60.331,Iluminación,Lámpara sin funcionamiento o deficiente
2021,marzo,Higiene y control urbano,-36.896,-60.298,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Vialidad,-36.900,-60.344,Reductor de velocidad,Solicitar nuevo
2021,marzo,Otros servicios no contemplados,-36.887,-60.332,Otros,Otra situación no contemplada
2021,marzo,Higiene y control urbano,-36.896,-60.303,Recolección de residuos domiciliarios,No hay recolección
2021,marzo,Higiene y control urbano,-36.903,-60.335,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Obras públicas,-36.902,-60.333,Calles urbanas,Calzada asfáltica con baches
2021,marzo,Higiene y control urbano,-36.891,-60.350,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Vialidad,-36.925,-60.315,Reductor de velocidad,Solicitar nuevo
2021,marzo,Higiene y control urbano,-36.915,-60.321,Recolección de residuos domiciliarios,No hay recolección
2021,marzo,Higiene y control urbano,-36.893,-60.303,Recolección de residuos domiciliarios,No hay recolección
2021,marzo,Higiene y control urbano,-36.892,-60.326,Malezas o basura acumulada,En espacio público (veredas)
2021,marzo,Obras públicas,-36.892,-60.306,Agua,Rotura de caño
2021,marzo,Obras públicas,-36.892,-60.306,Agua,Rotura de caño
2021,marzo,Obras públicas,-36.892,-60.307,Agua,Rotura de caño
2021,marzo,Tránsito,-36.896,-60.319,Estacionamiento,Vehículos estacionados en lugar no permitido
2021,marzo,Higiene y control urbano,-36.895,-60.294,Malezas o basura acumulada,En espacio privado (baldío abierto)
2021,marzo,Vialidad,-36.880,-60.312,Reductor de velocidad,Solicitar nuevo
2021,marzo,Vialidad,-36.884,-60.313,Señalización vial,Solicitar nueva
2021,marzo,Delegaciones,-36.857,-60.082,Otros,Otra situación no contemplada
2021,marzo,Obras públicas,-36.899,-60.348,Calles urbanas,Calzada de tierra con presencia de malezas
2021,marzo,Vialidad,-36.927,-60.301,Reductor de velocidad,Solicitar nuevo
2021,marzo,Higiene y control urbano,-36.915,-60.309,Control de plagas / fumigación,Sin especificar
